,station_id,stationname,date,daytype,rides
0,40890,O'Hare Airport,12/26/2017,W,11094
1,40890,O'Hare Airport,12/01/2017,W,12447
2,40890,O'Hare Airport,12/11/2017,W,10136
3,40890,O'Hare Airport,12/12/2017,W,9406
4,40890,O'Hare Airport,12/25/2017,U,7244
5,40890,O'Hare Airport,12/18/2017,W,10813
6,40890,O'Hare Airport,12/29/2017,W,10562
7,40890,O'Hare Airport,12/22/2017,W,9493
8,40890,O'Hare Airport,12/31/2017,U,7361
9,40890,O'Hare Airport,12/16/2017,A,8450
10,40890,O'Hare Airport,12/10/2017,U,8994
11,40890,O'Hare Airport,12/07/2017,W,10554
12,40890,O'Hare Airport,12/24/2017,U,6777
13,40890,O'Hare Airport,12/15/2017,W,11057
14,40890,O'Hare Airport,12/03/2017,U,9308
15,40890,O'Hare Airport,12/19/2017,W,10193
16,40890,O'Hare Airport,12/27/2017,W,11154
17,40890,O'Hare Airport,12/02/2017,A,8542
18,40890,O'Hare Airport,12/06/2017,W,9540
19,40890,O'Hare Airport,12/28/2017,W,11141
20,40890,O'Hare Airport,12/17/2017,U,9018
21,40890,O'Hare Airport,12/14/2017,W,10629
22,40890,O'Hare Airport,12/30/2017,A,8847
23,40890,O'Hare Airport,12/21/2017,W,9558
24,40890,O'Hare Airport,12/13/2017,W,9306
25,40890,O'Hare Airport,12/04/2017,W,9785
26,40890,O'Hare Airport,12/20/2017,W,9799
27,40890,O'Hare Airport,12/09/2017,A,8033
28,40890,O'Hare Airport,12/08/2017,W,11875
29,40890,O'Hare Airport,12/23/2017,A,7578
30,40890,O'Hare Airport,12/05/2017,W,9669
31,40890,O'Hare Airport,02/20/2018,W,10017
32,40890,O'Hare Airport,03/22/2018,W,10836
33,40890,O'Hare Airport,03/28/2018,W,10298
34,40890,O'Hare Airport,01/12/2018,W,8264
35,40890,O'Hare Airport,02/04/2018,U,7315
36,40890,O'Hare Airport,01/07/2018,U,7228
37,40890,O'Hare Airport,01/25/2018,W,9090
38,40890,O'Hare Airport,01/16/2018,W,7774
39,40890,O'Hare Airport,03/21/2018,W,9427
40,40890,O'Hare Airport,01/14/2018,U,6114
41,40890,O'Hare Airport,01/04/2018,W,8278
42,40890,O'Hare Airport,02/12/2018,W,10257
43,40890,O'Hare Airport,03/01/2018,W,9506
44,40890,O'Hare Airport,02/26/2018,W,10061
45,40890,O'Hare Airport,03/16/2018,W,13995
46,40890,O'Hare Airport,01/08/2018,W,9362
47,40890,O'Hare Airport,02/16/2018,W,11521
48,40890,O'Hare Airport,03/07/2018,W,9193
49,40890,O'Hare Airport,02/17/2018,A,7786
50,40890,O'Hare Airport,03/11/2018,U,9449
51,40890,O'Hare Airport,01/01/2018,U,8226
52,40890,O'Hare Airport,02/14/2018,W,8724
53,40890,O'Hare Airport,01/11/2018,W,7996
54,40890,O'Hare Airport,03/15/2018,W,12314
55,40890,O'Hare Airport,02/22/2018,W,9912
56,40890,O'Hare Airport,01/18/2018,W,7490
57,40890,O'Hare Airport,03/09/2018,W,10942
58,40890,O'Hare Airport,03/05/2018,W,9879
59,40890,O'Hare Airport,02/09/2018,W,9127
60,40890,O'Hare Airport,03/24/2018,A,8995
61,40890,O'Hare Airport,02/10/2018,A,7658
62,40890,O'Hare Airport,03/04/2018,U,8795
63,40890,O'Hare Airport,01/22/2018,W,9193
64,40890,O'Hare Airport,02/23/2018,W,10450
65,40890,O'Hare Airport,03/03/2018,A,8166
66,40890,O'Hare Airport,02/25/2018,U,8639
67,40890,O'Hare Airport,02/07/2018,W,8148
68,40890,O'Hare Airport,03/23/2018,W,11488
69,40890,O'Hare Airport,01/05/2018,W,8561
70,40890,O'Hare Airport,01/19/2018,W,8293
71,40890,O'Hare Airport,02/24/2018,A,7458
72,40890,O'Hare Airport,03/02/2018,W,10498
73,40890,O'Hare Airport,03/19/2018,W,10574
74,40890,O'Hare Airport,01/30/2018,W,8433
75,40890,O'Hare Airport,03/06/2018,W,9429
76,40890,O'Hare Airport,03/14/2018,W,9997
77,40890,O'Hare Airport,01/06/2018,A,6790
78,40890,O'Hare Airport,03/12/2018,W,10582
79,40890,O'Hare Airport,02/27/2018,W,9074
80,40890,O'Hare Airport,02/08/2018,W,10129
81,40890,O'Hare Airport,01/28/2018,U,8122
82,40890,O'Hare Airport,02/19/2018,W,10325
83,40890,O'Hare Airport,03/31/2018,A,7233
84,40890,O'Hare Airport,02/03/2018,A,6994
85,40890,O'Hare Airport,03/30/2018,W,10297
86,40890,O'Hare Airport,03/13/2018,W,9166
87,40890,O'Hare Airport,01/15/2018,W,7684
88,40890,O'Hare Airport,03/08/2018,W,10088
89,40890,O'Hare Airport,03/27/2018,W,10602
90,40890,O'Hare Airport,01/02/2018,W,9835
91,40890,O'Hare Airport,03/29/2018,W,11930
92,40890,O'Hare Airport,01/03/2018,W,9038
93,40890,O'Hare Airport,02/28/2018,W,8708
94,40890,O'Hare Airport,02/06/2018,W,8795
95,40890,O'Hare Airport,03/20/2018,W,9823
96,40890,O'Hare Airport,02/21/2018,W,9632
97,40890,O'Hare Airport,02/01/2018,W,8914
98,40890,O'Hare Airport,03/10/2018,A,8328
99,40890,O'Hare Airport,03/26/2018,W,11056
100,40890,O'Hare Airport,01/27/2018,A,7234
101,40890,O'Hare Airport,03/17/2018,A,8859
102,40890,O'Hare Airport,01/24/2018,W,8514
103,40890,O'Hare Airport,02/13/2018,W,8877
104,40890,O'Hare Airport,01/26/2018,W,10158
105,40890,O'Hare Airport,01/31/2018,W,8292
106,40890,O'Hare Airport,02/18/2018,U,8744
107,40890,O'Hare Airport,01/23/2018,W,8749
108,40890,O'Hare Airport,01/10/2018,W,8923
109,40890,O'Hare Airport,01/29/2018,W,9483
110,40890,O'Hare Airport,01/13/2018,A,6421
111,40890,O'Hare Airport,02/02/2018,W,9315
112,40890,O'Hare Airport,03/18/2018,U,9202
113,40890,O'Hare Airport,01/21/2018,U,6741
114,40890,O'Hare Airport,01/09/2018,W,8685
115,40890,O'Hare Airport,02/15/2018,W,10019
116,40890,O'Hare Airport,02/11/2018,U,8159
117,40890,O'Hare Airport,03/25/2018,U,10450
118,40890,O'Hare Airport,02/05/2018,W,9604
119,40890,O'Hare Airport,01/17/2018,W,6762
120,40890,O'Hare Airport,01/20/2018,A,6382
121,40890,O'Hare Airport,06/02/2018,A,9591
122,40890,O'Hare Airport,04/29/2018,U,10743
123,40890,O'Hare Airport,05/03/2018,W,11522
124,40890,O'Hare Airport,05/22/2018,W,12230
125,40890,O'Hare Airport,04/13/2018,W,12541
126,40890,O'Hare Airport,04/10/2018,W,9615
127,40890,O'Hare Airport,06/26/2018,W,10379
128,40890,O'Hare Airport,06/10/2018,U,11186
129,40890,O'Hare Airport,06/15/2018,W,13196
130,40890,O'Hare Airport,06/18/2018,W,11552
